stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
de:08236:1105:0:1,Arnbach Siedlung,48.856449,8.575346,,de:08236:1105_Parent,1
de:08236:1105:0:2,Arnbach Siedlung,48.856566,8.575405,,de:08236:1105_Parent,2
de:08236:1105_Parent,Arnbach Siedlung,48.856508,8.575376,1,,
de:08236:1106:0:1,Arnbach Blockhütte,48.865768,8.557023,,de:08236:1106_Parent,1
de:08236:1106:0:2,Arnbach Blockhütte,48.865666,8.557164,,de:08236:1106_Parent,2
de:08236:1106_Parent,Arnbach Blockhütte,48.865502,8.557295,1,,
de:08236:1109:0:1,Ottenhausen Bachstraße,48.875871,8.540737,,de:08236:1109_Parent,1
de:08236:1109:0:2,Ottenhausen Bachstraße,48.875721,8.540511,,de:08236:1109_Parent,2
de:08236:1109_Parent,Ottenhausen Bachstraße,48.875796,8.540624,1,,
de:08236:1110:0:1,Ottenhausen Zur Samsruhe,48.868917,8.546639,,de:08236:1110_Parent,1
de:08236:1110:0:2,Ottenhausen Zur Samsruhe,48.868797,8.546652,,de:08236:1110_Parent,2
de:08236:1110_Parent,Ottenhausen Zur Samsruhe,48.868857,8.546645,1,,
de:08236:1114:0:2,Ottenhausen Turnhalle,48.872595,8.544324,,de:08236:1114_Parent,2
de:08236:1114:0:3,Ottenhausen Turnhalle,48.872620,8.544179,,de:08236:1114_Parent,3
de:08236:1114_Parent,Ottenhausen Turnhalle,48.872675,8.544219,1,,
de:08236:1115:0:1,Ottenhausen Rote Äcker,48.872301,8.538261,,de:08236:1115_Parent,1
de:08236:1115:0:2,Ottenhausen Rote Äcker,48.872143,8.538435,,de:08236:1115_Parent,2
de:08236:1115_Parent,Ottenhausen Rote Äcker,48.872222,8.538348,1,,
de:08236:1200:0:1,Feldrennach Marktplatz,48.854807,8.531838,,de:08236:1200_Parent,1
de:08236:1200:0:2,Feldrennach Marktplatz,48.854888,8.532498,,de:08236:1200_Parent,2
de:08236:1200_Parent,Feldrennach Marktplatz,48.854848,8.532168,1,,
de:08236:1201:0:1,Feldrennach Linde,48.857282,8.533480,,de:08236:1201_Parent,1
de:08236:1201:0:2,Feldrennach Linde,48.857416,8.533695,,de:08236:1201_Parent,2
de:08236:1201_Parent,Feldrennach Linde,48.857349,8.533587,1,,
de:08236:1209:0:1,Feldrennach Kernäckerstraße,48.853259,8.528249,,de:08236:1209_Parent,1
de:08236:1209:0:2,Feldrennach Kernäckerstraße,48.853188,8.528336,,de:08236:1209_Parent,2
de:08236:1209_Parent,Feldrennach Kernäckerstraße,48.853223,8.528292,1,,
de:08236:1320:0:1,Conweiler Schule,48.846184,8.528471,,de:08236:1320_Parent,1
de:08236:1320:0:4,Conweiler Schule,48.846502,8.528184,,de:08236:1320_Parent,4
de:08236:1320_Parent,Conweiler Schule,48.846259,8.528395,1,,
de:08236:1400:0:1,Neuenbürg Gewerbegebiet,48.853722,8.582630,,de:08236:1400_Parent,1
de:08236:1400:0:2,Neuenbürg Gewerbegebiet,48.854054,8.582515,,de:08236:1400_Parent,2
de:08236:1400:0:3,Neuenbürg Gewerbegebiet,48.854108,8.582180,,de:08236:1400_Parent,3
de:08236:1400_Parent,Neuenbürg Gewerbegebiet,48.853987,8.582392,1,,
de:08236:1401:0:1,Neuenbürg Waldrennacher Steige,48.845794,8.595272,,de:08236:1401_Parent,1
de:08236:1401:0:2,Neuenbürg Waldrennacher Steige,48.845886,8.595339,,de:08236:1401_Parent,2
de:08236:1401_Parent,Neuenbürg Waldrennacher Steige,48.845840,8.595306,1,,
de:08236:1402:0:1,Neuenbürg Daimlerstraße,48.852732,8.578703,,de:08236:1402_Parent,1
de:08236:1402_Parent,Neuenbürg Daimlerstraße,48.852685,8.578718,1,,
de:08236:1403:0:1,Neuenbürg Wilhelmshöhe,48.853405,8.584008,,de:08236:1403_Parent,1
de:08236:1403:0:2,Neuenbürg Wilhelmshöhe,48.853260,8.583945,,de:08236:1403_Parent,2
de:08236:1403_Parent,Neuenbürg Wilhelmshöhe,48.853333,8.583976,1,,
de:08236:1404:0:1,Neuenbürg Gymnasium,48.849693,8.581831,,de:08236:1404_Parent,1
de:08236:1404:0:2,Neuenbürg Gymnasium,48.849367,8.581792,,de:08236:1404_Parent,2
de:08236:1404_Parent,Neuenbürg Gymnasium,48.849530,8.581811,1,,
de:08236:1405:0:1,Neuenbürg Krankenhaus,48.852209,8.589528,,de:08236:1405_Parent,2
de:08236:1405:0:2,Neuenbürg Krankenhaus,48.852120,8.589423,,de:08236:1405_Parent,1
de:08236:1405_Parent,Neuenbürg Krankenhaus,48.852165,8.589475,1,,
de:08236:1406:0:1,Neuenbürg Abzweig Krankenhaus,48.850907,8.594340,,de:08236:1406_Parent,1
de:08236:1406:0:2,Neuenbürg Abzweig Krankenhaus,48.850642,8.594705,,de:08236:1406_Parent,2
de:08236:1406_Parent,Neuenbürg Abzweig Krankenhaus,48.850774,8.594523,1,,
de:08236:1407:0:1,Neuenbürg Marktplatz,48.845883,8.588967,,de:08236:1407_Parent,1
de:08236:1407:0:2,Neuenbürg Marktplatz,48.846069,8.588917,,de:08236:1407_Parent,2
de:08236:1407_Parent,Neuenbürg Marktplatz,48.845976,8.588942,1,,
de:08236:1408:0:1,Neuenbürg Biesinger,48.847110,8.588676,,de:08236:1408_Parent,1
de:08236:1408_Parent,Neuenbürg Biesinger,48.847110,8.588676,1,,
de:08236:1409:0:1,Neuenbürg Schloßbergschule,48.847831,8.588875,,de:08236:1409_Parent,1
de:08236:1409_Parent,Neuenbürg Schloßbergschule,48.847831,8.588875,1,,
de:08236:1411:0:1,Neuenbürg Bolleystraße,48.847312,8.578035,,de:08236:1411_Parent,1
de:08236:1411:0:2,Neuenbürg Bolleystraße,48.847056,8.578068,,de:08236:1411_Parent,2
de:08236:1411_Parent,Neuenbürg Bolleystraße,48.847184,8.578052,1,,
de:08236:1412:0:1,Neuenbürg Alte Post,48.848975,8.589397,,de:08236:1412_Parent,1
de:08236:1412_Parent,Neuenbürg Alte Post,48.848975,8.589397,1,,
de:08236:1413:0:2,Neuenbürg Bahnhofstraße,48.849154,8.597722,,de:08236:1413_Parent,2
de:08236:1413_Parent,Neuenbürg Bahnhofstraße,48.849138,8.597453,1,,
de:08236:1416:0:1,Neuenbürg Friedhof,48.837285,8.597640,,de:08236:1416_Parent,1
de:08236:1416:0:2,Neuenbürg Friedhof,48.837372,8.597851,,de:08236:1416_Parent,2
de:08236:1416_Parent,Neuenbürg Friedhof,48.837328,8.597746,1,,
de:08236:1419:0:1,Neuenbürg Bergwerk,48.833950,8.593208,,de:08236:1419_Parent,1
de:08236:1419:0:2,Neuenbürg Bergwerk,48.834002,8.593174,,de:08236:1419_Parent,2
de:08236:1419_Parent,Neuenbürg Bergwerk,48.833976,8.593191,1,,
de:08236:1420:0:1,Waldrennach Enztalstraße,48.832160,8.609226,,de:08236:1420_Parent,1
de:08236:1420_Parent,Waldrennach Enztalstraße,48.832160,8.609226,1,,
de:08236:1424:0:1,Neuenbürg Feldbergstraße,48.848257,8.578711,,de:08236:1424_Parent,1
de:08236:1424_Parent,Neuenbürg Feldbergstraße,48.848212,8.578748,1,,
de:08236:1425:0:1,Neuenbürg Stadtgarten,48.849693,8.592487,,de:08236:1425_Parent,1
de:08236:1425:0:2,Neuenbürg Stadtgarten,48.849762,8.592344,,de:08236:1425_Parent,2
de:08236:1425_Parent,Neuenbürg Stadtgarten,48.849728,8.592415,1,,
de:08236:1431:0:1,Neuenbürg Kniebisstraße,48.846780,8.580357,,de:08236:1431_Parent,1
de:08236:1431:0:2,Neuenbürg Kniebisstraße,48.846834,8.580240,,de:08236:1431_Parent,2
de:08236:1431_Parent,Neuenbürg Kniebisstraße,48.846807,8.580299,1,,
de:08236:1433:0:1,Neuenbürg Hirschbrücke,48.846588,8.587826,,de:08236:1433_Parent,1
de:08236:1433:0:2,Neuenbürg Hirschbrücke,48.846671,8.587513,,de:08236:1433_Parent,2
de:08236:1433_Parent,Neuenbürg Hirschbrücke,48.846629,8.587669,1,,
de:08236:1434:0:1,Waldrennach Langenbrander Straße,48.831401,8.610497,,de:08236:1434_Parent,1
de:08236:1434_Parent,Waldrennach Langenbrander Straße,48.831401,8.610497,1,,
de:08236:1435:0:1,Waldrennach Eichwaldstraße,48.832416,8.610840,,de:08236:1435_Parent,1
de:08236:1435_Parent,Waldrennach Eichwaldstraße,48.832416,8.610840,1,,
de:08236:1491:2:1,Neuenbürg Süd,48.843796,8.599739,,de:08236:1491_Parent,1
de:08236:1491:2:2,Neuenbürg Süd,48.843823,8.599971,,de:08236:1491_Parent,2
de:08236:1491_Parent,Neuenbürg Süd,48.843809,8.599855,1,,
de:08236:1500:0:1,Dietlingen Industriegebiet,48.891439,8.614026,,de:08236:1500_Parent,1
de:08236:1500:0:2,Dietlingen Industriegebiet,48.891335,8.615288,,de:08236:1500_Parent,2
de:08236:1500_Parent,Dietlingen Industriegebiet,48.891387,8.614657,1,,
de:08236:1503:0:1,Dietlingen Lessingstraße,48.893479,8.606439,,de:08236:1503_Parent,1
de:08236:1503:0:2,Dietlingen Lessingstraße,48.892869,8.607203,,de:08236:1503_Parent,2
de:08236:1503_Parent,Dietlingen Lessingstraße,48.893174,8.606821,1,,
de:08236:1504:0:1,Dietlingen Rathaus,48.895852,8.603535,,de:08236:1504_Parent,1
de:08236:1504:0:2,Dietlingen Rathaus,48.895260,8.603725,,de:08236:1504_Parent,2
de:08236:1504_Parent,Dietlingen Rathaus,48.895556,8.603630,1,,
de:08236:1505:0:1,Dietlingen Westendstraße,48.897005,8.599237,,de:08236:1505_Parent,1
de:08236:1505:0:2,Dietlingen Westendstraße,48.896409,8.601161,,de:08236:1505_Parent,2
de:08236:1505_Parent,Dietlingen Westendstraße,48.896707,8.600199,1,,
de:08236:1506:0:1,Dietlingen Sprangerweg,48.897778,8.595209,,de:08236:1506_Parent,1
de:08236:1506:0:2,Dietlingen Sprangerweg,48.897617,8.595293,,de:08236:1506_Parent,2
de:08236:1506_Parent,Dietlingen Sprangerweg,48.897697,8.595251,1,,
de:08236:1507:0:1,Ellmendingen Pforzheimer Str.,48.901210,8.576556,,de:08236:1507_Parent,1
de:08236:1507:0:2,Ellmendingen Pforzheimer Str.,48.901045,8.576498,,de:08236:1507_Parent,2
de:08236:1507_Parent,Ellmendingen Pforzheimer Str.,48.901127,8.576527,1,,
de:08236:1508:0:1,Ellmendingen Ettlinger Straße,48.902334,8.570333,,de:08236:1508_Parent,1
de:08236:1508:0:2,Ellmendingen Ettlinger Straße,48.902115,8.570493,,de:08236:1508_Parent,2
de:08236:1508_Parent,Ellmendingen Ettlinger Straße,48.902224,8.570413,1,,
de:08236:1509:0:1,Ellmendingen Schule,48.898581,8.577318,,de:08236:1509_Parent,1
de:08236:1509_Parent,Ellmendingen Schule,48.898581,8.577318,1,,
de:08236:1510:0:1,Dietenhausen Landstraße,48.915428,8.560178,,de:08236:1510_Parent,1
de:08236:1510:0:2,Dietenhausen Landstraße,48.915414,8.559975,,de:08236:1510_Parent,2
de:08236:1510_Parent,Dietenhausen Landstraße,48.915421,8.560076,1,,
de:08236:1511:0:1,Dietenhausen Ortsmitte,48.914909,8.558502,,de:08236:1511_Parent,1
de:08236:1511_Parent,Dietenhausen Ortsmitte,48.914909,8.558502,1,,
de:08236:1512:0:1,Niebelsbach Grenzsägmühle,48.893170,8.575144,,de:08236:1512_Parent,1
de:08236:1512:0:2,Niebelsbach Grenzsägmühle,48.893032,8.575380,,de:08236:1512_Parent,2
de:08236:1512_Parent,Niebelsbach Grenzsägmühle,48.893101,8.575262,1,,
de:08236:1513:0:1,Niebelsbach Schwabenstraße,48.892454,8.571292,,de:08236:1513_Parent,1
de:08236:1513:0:2,Niebelsbach Schwabenstraße,48.891728,8.570579,,de:08236:1513_Parent,2
de:08236:1513_Parent,Niebelsbach Schwabenstraße,48.892091,8.570936,1,,
de:08236:1514:0:1,Niebelsbach Rathaus,48.887963,8.568454,,de:08236:1514_Parent,1
de:08236:1514:0:2,Niebelsbach Rathaus,48.888153,8.568724,,de:08236:1514_Parent,2
de:08236:1514_Parent,Niebelsbach Rathaus,48.888058,8.568589,1,,
de:08236:1515:0:1,Niebelsbach Neuenbürger Straße,48.882881,8.567644,,de:08236:1515_Parent,1
de:08236:1515:0:2,Niebelsbach Neuenbürger Straße,48.883098,8.567814,,de:08236:1515_Parent,2
de:08236:1515_Parent,Niebelsbach Neuenbürger Straße,48.882989,8.567729,1,,
de:08236:1516:0:1,Weiler Friedhof,48.889449,8.545669,,de:08236:1516_Parent,1
de:08236:1516_Parent,Weiler Friedhof,48.889449,8.545669,1,,
de:08236:1517:0:1,Weiler Ittersbacher Straße,48.887736,8.542037,,de:08236:1517_Parent,1
de:08236:1517:0:2,Weiler Ittersbacher Straße,48.887690,8.542262,,de:08236:1517_Parent,2
de:08236:1517_Parent,Weiler Ittersbacher Straße,48.887713,8.542150,1,,
de:08236:1518:0:1,Weiler Gartenstraße,48.883666,8.543473,,de:08236:1518_Parent,1
de:08236:1518:0:2,Weiler Gartenstraße,48.883644,8.543169,,de:08236:1518_Parent,2
de:08236:1518_Parent,Weiler Gartenstraße,48.883655,8.543321,1,,
de:08236:1519:0:1,Weiler Rathaus,48.887199,8.546663,,de:08236:1519_Parent,1
de:08236:1519:0:2,Weiler Rathaus,48.887661,8.547047,,de:08236:1519_Parent,2
de:08236:1519_Parent,Weiler Rathaus,48.887430,8.546855,1,,
de:08236:1520:0:1,Ellmendingen Gewerbegebiet,48.908266,8.562394,,de:08236:1520_Parent,1
de:08236:1520:0:2,Ellmendingen Gewerbegebiet,48.908751,8.561475,,de:08236:1520_Parent,2
de:08236:1520_Parent,Ellmendingen Gewerbegebiet,48.908508,8.561934,1,,
de:08236:1521:0:1,Ellmendingen Kindergarten,48.900046,8.581036,,de:08236:1521_Parent,1
de:08236:1521:0:2,Ellmendingen Kindergarten,48.899758,8.581298,,de:08236:1521_Parent,2
de:08236:1521_Parent,Ellmendingen Kindergarten,48.899902,8.581167,1,,
de:08236:1522:0:1,Ellmendingen Ringstraße,48.899563,8.574180,,de:08236:1522_Parent,1
de:08236:1522:0:2,Ellmendingen Ringstraße,48.899811,8.574226,,de:08236:1522_Parent,2
de:08236:1522_Parent,Ellmendingen Ringstraße,48.899687,8.574203,1,,
de:08236:1523:0:1,Niebelsbach Süd,48.880798,8.566514,,de:08236:1523_Parent,1
de:08236:1523:0:2,Niebelsbach Süd,48.880847,8.566741,,de:08236:1523_Parent,2
de:08236:1523_Parent,Niebelsbach Süd,48.880822,8.566628,1,,
de:08236:1600:0:1,Nöttingen Sägemühle,48.925570,8.564700,,de:08236:1600_Parent,1
de:08236:1600:0:2,Nöttingen Sägemühle,48.925741,8.564576,,de:08236:1600_Parent,2
de:08236:1600_Parent,Nöttingen Sägemühle,48.925656,8.564638,1,,
de:08236:1601:0:1,Nöttingen Karlsbader Straße,48.928977,8.568779,,de:08236:1601_Parent,1
de:08236:1601:0:2,Nöttingen Karlsbader Straße,48.928225,8.568262,,de:08236:1601_Parent,2
de:08236:1601_Parent,Nöttingen Karlsbader Straße,48.928601,8.568521,1,,
de:08236:1602:0:1,Nöttingen Schule,48.928851,8.572284,,de:08236:1602_Parent,1
de:08236:1602:0:2,Nöttingen Schule,48.928975,8.572360,,de:08236:1602_Parent,2
de:08236:1602_Parent,Nöttingen Schule,48.928913,8.572322,1,,
de:08236:1603:0:1,Nöttingen Kirche,48.930181,8.569102,,de:08236:1603_Parent,1
de:08236:1603_Parent,Nöttingen Kirche,48.930181,8.569102,1,,
de:08236:1604:0:1,Nöttingen Tullastraße,48.932913,8.564966,,de:08236:1604_Parent,1
de:08236:1604:0:2,Nöttingen Tullastraße,48.932608,8.565177,,de:08236:1604_Parent,2
de:08236:1604_Parent,Nöttingen Tullastraße,48.932761,8.565071,1,,
de:08236:1605:0:1,Nöttingen Friedhof,48.931846,8.570502,,de:08236:1605_Parent,1
de:08236:1605:0:2,Nöttingen Friedhof,48.931804,8.570279,,de:08236:1605_Parent,2
de:08236:1605_Parent,Nöttingen Friedhof,48.931825,8.570391,1,,
de:08236:1606:0:1,Darmsbach Ortsmitte,48.936741,8.561340,,de:08236:1606_Parent,1
de:08236:1606_Parent,Darmsbach Ortsmitte,48.936741,8.561340,1,,
